12,256(15),,,,,,,,,,,,,,,,,,,,,,연구조사방법론(이훈영),연구조사방법론(이훈영),연구조사방법론(이훈영),연구조사방법론(이훈영),연구조사방법론(이훈영),연구조사방법론(이훈영),,,,물세척
13,201(64),,,,,,,,,,,,,,투자론(곽노걸),투자론(곽노걸),투자론(곽노걸),투자론(곽노걸),투자론(곽노걸),투자론(곽노걸),마케팅관리론(박찬욱),마케팅관리론(박찬욱),마케팅관리론(박찬욱),마케팅관리론(박찬욱),운영관리론(오용민),운영관리론(오용민),운영관리론(오용민),운영관리론(오용민),,,,물세척
14,202(65),,,,,생산운영관리(이호창),생산운영관리(이호창),생산운영관리(이호창),,,,생산운영관리(이호창),생산운영관리(이호창),생산운영관리(이호창),마케팅원론(SHALI WU),마케팅원론(SHALI WU),마케팅원론(SHALI WU),마케팅조사론(SHALI WU),마케팅조사론(SHALI WU),마케팅조사론(SHALI WU),경영학연구(박효정),경영학연구(박효정),경영학연구(박효정),경영학연구(박효정),"의사결정 모형및 분석 중간고사(윤지현,이채복)","의사결정 모형및 분석 중간고사(윤지현,이채복)","의사결정 모형및 분석 중간고사(윤지현,이채복)","의사결정 모형및 분석 중간고사(윤지현,이채복)",,,,물세척
15,209(69),,,,,,,,조직행동론(이재원),조직행동론(이재원),조직행동론(이재원),조직행동론(정민영),조직행동론(정민영),조직행동론(정민영),전략경영론(이재원),전략경영론(이재원),전략경영론(이재원),리더십개발(정민영),리더십개발(정민영),리더십개발(정민영),회계학연구(이준일),회계학연구(이준일),회계학연구(이준일),회계학연구(이준일),회계학연구(이준일),회계학연구(이준일),회계학연구(이준일),회계학연구(이준일),,,,물세척
16,210(69),,인적자원관리(박우성),인적자원관리(박우성),인적자원관리(박우성),인적자원관리(박우성),인적자원관리(박우성),인적자원관리(박우성),,,,,,,마케팅애널리틱스(정선호),마케팅애널리틱스(정선호),마케팅애널리틱스(정선호),재무회계2(이상윤),재무회계2(이상윤),재무회계2(이상윤),조직개발과변화괸리(김용태),조직개발과변화괸리(김용태),조직개발과변화괸리(김용태),조직개발과변화괸리(김용태),경영학연구(김용태),경영학연구(김용태),경영학연구(김용태),경영학연구(김용태),,,,물세척
17,211(69),,,,,,,,,,,,,,마케팅조사론(김준석),마케팅조사론(김준석),마케팅조사론(김준석),마케팅원론(김준석),마케팅원론(김준석),마케팅원론(김준석),문화예술교육사례연구(백령),문화예술교육사례연구(백령),문화예술교육사례연구(백령),문화예술교육사례연구(백령),문화예술경영론(신혜선),문화예술경영론(신혜선),문화예술경영론(신혜선),문화예술경영론(신혜선),,,,물세척
18,212(69),,,,,,,,,,,경영정보시스템(서영호),경영정보시스템(서영호),경영정보시스템(서영호),노사관계론(최영진),노사관계론(최영진),노사관계론(최영진),,,,소비자행동론(YU MENGYING),소비자행동론(YU MENGYING),소비자행동론(YU MENGYING),소비자행동론(YU MENGYING),소비자행동론(YU MENGYING),소비자행동론(YU MENGYING),소비자행동론(YU MENGYING),소비자행동론(YU MENGYING),,,,물세척
19,213(162),,회계원리(김문철),회계원리(김문철),회계원리(김문철),회계원리(김문철),회계원리(김문철),회계원리(김문철),,,,경영학원론(김상만),경영학원론(김상만),경영학원론(김상만),경영학원론(김상만),경영학원론(김상만),경영학원론(김상만),경영학원론(김상만),경영학원론(김상만),경영학원론(김상만),문화예술조직관리와리더십(박현숙),문화예술조직관리와리더십(박현숙),문화예술조직관리와리더십(박현숙),문화예술조직관리와리더십(박현숙),문화예술조직관리와리더십(박현숙),문화예술조직관리와리더십(박현숙),문화예술조직관리와리더십(박현숙),문화예술조직관리와리더십(박현숙),,,,물세척
20,"306(69)
촬영강의실",,,,"오프캠퍼스 주임교수 회의(허소윤,이채복)","오프캠퍼스 주임교수 회의(허소윤,이채복)","오프캠퍼스 주임교수 회의(허소윤,이채복)","오프캠퍼스 주임교수 회의(허소윤,이채복)","오프캠퍼스 주임교수 회의(허소윤,이채복)","오프캠퍼스 주임교수 회의(허소윤,이채복)",,의사결정모형및분석(김재경),의사결정모형및분석(김재경),의사결정모형및분석(김재경),의사결정모형및분석(김재경),의사결정모형및분석(김재경),의사결정모형및분석(김재경),,,,관리회계사례연구(최연식),관리회계사례연구(최연식),관리회계사례연구(최연식),관리회계사례연구(최연식),관리회계사례연구(최연식),관리회계사례연구(최연식),관리회계사례연구(최연식),관리회계사례연구(최연식),,,,물세척
21,"307(70)
촬영강의실",,,,,조직이론(양대규),조직이론(양대규),조직이론(양대규),,,,,,,재무관리(김화성),재무관리(김화성),재무관리(김화성),,,,문화자원융합경영(민지은),문화자원융합경영(민지은),문화자원융합경영(민지은),문화자원융합경영(민지은),박물관.미술관경영론(전태일),박물관.미술관경영론(전태일),박물관.미술관경영론(전태일),박물관.미술관경영론(전태일),,,,물세척
22,"308(96)
촬영강의실",,,,,관리회계1(최유진),관리회계1(최유진),관리회계1(최유진),관리회계1(최유진),관리회계1(최유진),관리회계1(최유진),관리회계1(정형록),관리회계1(정형록),관리회계1(정형록),관리회계1(최연식),관리회계1(최연식),관리회계1(최연식),관리회계2(최연식),관리회계2(최연식),관리회계2(최연식),아시아모빌리티산업론(정연석),아시아모빌리티산업론(정연석),아시아모빌리티산업론(정연석),아시아모빌리티산업론(정연석),아시아모빌리티산업론(정연석),아시아모빌리티산업론(정연석),아시아모빌리티산업론(정연석),아시아모빌리티산업론(정연석),,,,물세척
23,309(96),,,,,금융자산론(이봉주),금융자산론(이봉주),금융자산론(이봉주),관리회계1(이상윤),관리회계1(이상윤),관리회계1(이상윤),관리회계1(이상윤),관리회계1(이상윤),관리회계1(이상윤),보험학원론(이봉주),보험학원론(이봉주),보험학원론(이봉주),,,,운영관리론(김홍유),운영관리론(김홍유),운영관리론(김홍유),운영관리론(김홍유),운영관리론(김홍유),운영관리론(김홍유),운영관리론(김홍유),운영관리론(김홍유),,,,물세척
24,"401(69)
촬영강의실",,,,,소비자행동론(손용석),소비자행동론(손용석),소비자행동론(손용석),,,,소비자행동론(손용석),소비자행동론(손용석),소비자행동론(손용석),,,,경영정보시스템(서영호),경영정보시스템(서영호),경영정보시스템(서영호),,,경영정보연구(서영호),경영정보연구(서영호),경영정보연구(서영호),경영정보연구(서영호),경영정보연구(서영호),경영정보연구(서영호),,,,화이트보드
25,"414(50) 
회의실",,,,,행정실 월례회의,행정실 월례회의,행정실 월례회의,행정실 월례회의,행정실 월례회의,행정실 월례회의,,,,,,,,,,,,"김민용 교수 연구실 세미나(최정우,이채복)","김민용 교수 연구실 세미나(최정우,이채복)","김민용 교수 연구실 세미나(최정우,이채복)","김민용 교수 연구실 세미나(최정우,이채복)",,,,,,
26,422(96),,,,,고급회계(황문호),고급회계(황문호),고급회계(황문호),,,,재무재표분석(강병민),재무재표분석(강병민),재무재표분석(강병민),재무재표분석(강병민),재무재표분석(강병민),재무재표분석(강병민),세법총론(김성범),세법총론(김성범),세법총론(김성범),경영학 연구(XU JINGSHI),경영학 연구(XU JINGSHI),경영학 연구(XU JINGSHI),경영학 연구(XU JINGSHI),경영학 연구(XU JINGSHI),경영학 연구(XU JINGSHI),경영학 연구(XU JINGSHI),경영학 연구(XU JINGSHI),,,,물세척
27,"423(60)
최고경영자실",,,,,재무관리(김화성),재무관리(김화성),재무관리(김화성),,,,,,,경영특강(장혜정/이상태),경영특강(장혜정/이상태),경영특강(장혜정/이상태),경영특강(장혜정/이상태),경영특강(장혜정/이상태),경영특강(장혜정/이상태),아시아국제정치경제론(박병광),아시아국제정치경제론(박병광),아시아국제정치경제론(박병광),아시아국제정치경제론(박병광),아시아국제정치경제론(박병광),아시아국제정치경제론(박병광),아시아국제정치경제론(박병광),아시아국제정치경제론(박병광),,,,물세척
28,"516(40)
세미나실",,,,,,,,,,빅데이터논문연구2(김태경),빅데이터논문연구2(김태경),빅데이터논문연구2(김태경),빅데이터논문연구2(김태경),빅데이터논문연구2(김태경),빅데이터논문연구2(김태경),,,,,,,,,경영과코칭리더십(김영헌),경영과코칭리더십(김영헌),경영과코칭리더십(김영헌),경영과코칭리더십(김영헌),,,,PDP
29,"517(32)
세미나실",,,,,,,,,,,,,,,,,,,,그룹다이내믹코칭(이범석),그룹다이내믹코칭(이범석),그룹다이내믹코칭(이범석),그룹다이내믹코칭(이범석),NLP와코칭사이언스(김성희),NLP와코칭사이언스(김성희),NLP와코칭사이언스(김성희),NLP와코칭사이언스(김성희),,,,PDP
30,"637(10)
세미나실",,,,,,,,,,,,,,,,,,"선거회의(강민욱,이채복)","선거회의(강민욱,이채복)","선거회의(강민욱,이채복)","선거회의(강민욱,이채복)","선거회의(강민욱,이채복)","선거회의(강민욱,이채복)",,,,,,,,
